instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,day_type,temp_category,cnt_log,data_source
622,2012-09-13,Fall,1,9,0,4,1,1,0.6125,0.637083,0.0827208,1054,6750,7804,Weekday,Warm,8.962519832949532,day
623,2012-09-14,Fall,1,9,0,5,1,1,0.633333,0.6725,0.103863,1379,6630,8009,Weekday,Warm,8.988446040062405,day
624,2012-09-15,Fall,1,9,0,6,0,1,0.608333,0.501667,0.247521,3160,5554,8714,Weekend,Warm,9.07280095795412,day
625,2012-09-16,Fall,1,9,0,0,0,1,0.58,0.57,0.0901833,2166,5167,7333,Weekend,Mild,8.900276348631271,day
626,2012-09-17,Fall,1,9,0,1,1,2,0.580833,0.734583,0.151742,1022,5847,6869,Weekday,Mild,8.834919385216395,day
627,2012-09-18,Fall,1,9,0,2,1,2,0.623333,0.8725,0.357587,371,3702,4073,Weekday,Warm,8.31238059678675,day
628,2012-09-19,Fall,1,9,0,3,1,1,0.5525,0.536667,0.215175,788,6803,7591,Weekday,Mild,8.934850340289763,day
629,2012-09-20,Fall,1,9,0,4,1,1,0.546667,0.618333,0.118167,939,6781,7720,Weekday,Mild,8.951699168308815,day
630,2012-09-21,Fall,1,9,0,5,1,1,0.599167,0.66875,0.154229,1250,6917,8167,Weekday,Mild,9.0079793598445,day
631,2012-09-22,Fall,1,9,0,6,0,1,0.65,0.646667,0.283583,2512,5883,8395,Weekend,Warm,9.035510680940524,day
632,2012-09-23,Winter,1,9,0,0,0,1,0.529167,0.467083,0.223258,2454,5453,7907,Weekend,Mild,8.975630184290507,day
633,2012-09-24,Winter,1,9,0,1,1,1,0.514167,0.492917,0.142404,1001,6435,7436,Weekday,Mild,8.9142228207033,day
634,2012-09-25,Winter,1,9,0,2,1,1,0.55,0.57,0.236321,845,6693,7538,Weekday,Mild,8.927844826211702,day
635,2012-09-26,Winter,1,9,0,3,1,1,0.635,0.630833,0.2444,787,6946,7733,Weekday,Warm,8.953381472167242,day
636,2012-09-27,Winter,1,9,0,4,1,2,0.65,0.690833,0.134342,751,6642,7393,Weekday,Warm,8.908424139496578,day
637,2012-09-28,Winter,1,9,0,5,1,2,0.619167,0.69,0.164179,1045,6370,7415,Weekday,Warm,8.91139510724569,day
638,2012-09-29,Winter,1,9,0,6,0,1,0.5425,0.542917,0.227604,2589,5966,8555,Weekend,Mild,9.054388070202297,day
639,2012-09-30,Winter,1,9,0,0,0,1,0.526667,0.583333,0.134958,2015,4874,6889,Weekend,Mild,8.837826364007704,day
640,2012-10-01,Winter,1,10,0,1,1,2,0.520833,0.649167,0.0908042,763,6015,6778,Weekday,Mild,8.821584877430965,day
641,2012-10-02,Winter,1,10,0,2,1,3,0.590833,0.871667,0.104475,315,4324,4639,Weekday,Mild,8.442469645220301,day
642,2012-10-03,Winter,1,10,0,3,1,2,0.6575,0.79375,0.0665458,728,6844,7572,Weekday,Warm,8.932344569113823,day
643,2012-10-04,Winter,1,10,0,4,1,2,0.6575,0.722917,0.117546,891,6437,7328,Weekday,Warm,8.89959435992585,day
644,2012-10-05,Winter,1,10,0,5,1,1,0.615,0.6275,0.10635,1516,6640,8156,Weekday,Warm,9.00663173330058,day
645,2012-10-06,Winter,1,10,0,6,0,1,0.554167,0.664167,0.268025,3031,4934,7965,Weekend,Mild,8.982937763741589,day
646,2012-10-07,Winter,1,10,0,0,0,2,0.415833,0.708333,0.141162,781,2729,3510,Weekend,Mild,8.163656176168432,day
647,2012-10-08,Winter,1,10,1,1,0,2,0.383333,0.709583,0.189679,874,4604,5478,Weekday,Mild,8.608677881538416,day
648,2012-10-09,Winter,1,10,0,2,1,2,0.446667,0.761667,0.1903,601,5791,6392,Weekday,Mild,8.762958920766726,day
649,2012-10-10,Winter,1,10,0,3,1,1,0.514167,0.630833,0.187821,780,6911,7691,Weekday,Mild,8.94793610670867,day
650,2012-10-11,Winter,1,10,0,4,1,1,0.435,0.463333,0.181596,834,6736,7570,Weekday,Mild,8.932080438103307,day
651,2012-10-12,Winter,1,10,0,5,1,1,0.4375,0.539167,0.235092,1060,6222,7282,Weekday,Mild,8.893298144217916,day
652,2012-10-13,Winter,1,10,0,6,0,1,0.393333,0.494583,0.146142,2252,4857,7109,Weekend,Mild,8.869257522797287,day
653,2012-10-14,Winter,1,10,0,0,0,1,0.521667,0.640417,0.278612,2080,4559,6639,Weekend,Mild,8.80086724247048,day
654,2012-10-15,Winter,1,10,0,1,1,2,0.561667,0.7075,0.296037,760,5115,5875,Weekday,Mild,8.678631537293768,day
655,2012-10-16,Winter,1,10,0,2,1,1,0.468333,0.558333,0.182221,922,6612,7534,Weekday,Mild,8.927314111060596,day
656,2012-10-17,Winter,1,10,0,3,1,1,0.455833,0.692917,0.101371,979,6482,7461,Weekday,Mild,8.917578753781104,day
657,2012-10-18,Winter,1,10,0,4,1,2,0.5225,0.728333,0.236937,1008,6501,7509,Weekday,Mild,8.92399074475818,day
658,2012-10-19,Winter,1,10,0,5,1,2,0.563333,0.815,0.134954,753,4671,5424,Weekday,Mild,8.59877317840866,day
659,2012-10-20,Winter,1,10,0,6,0,1,0.484167,0.572917,0.117537,2806,5284,8090,Weekend,Mild,8.99850761180784,day
660,2012-10-21,Winter,1,10,0,0,0,1,0.464167,0.51,0.166054,2132,4692,6824,Weekend,Mild,8.82834762005316,day
661,2012-10-22,Winter,1,10,0,1,1,1,0.4875,0.568333,0.0814833,830,6228,7058,Weekday,Mild,8.862058677395472,day
662,2012-10-23,Winter,1,10,0,2,1,1,0.544167,0.641667,0.0945458,841,6625,7466,Weekday,Mild,8.918248591035702,day
663,2012-10-24,Winter,1,10,0,3,1,1,0.5875,0.63625,0.0727792,795,6898,7693,Weekday,Mild,8.94819608331224,day
664,2012-10-25,Winter,1,10,0,4,1,2,0.55,0.800417,0.124375,875,6484,7359,Weekday,Mild,8.903815211722922,day
665,2012-10-26,Winter,1,10,0,5,1,2,0.545833,0.807083,0.132467,1182,6262,7444,Weekday,Mild,8.915297945118109,day
666,2012-10-27,Winter,1,10,0,6,0,2,0.53,0.72,0.235692,2643,5209,7852,Weekend,Mild,8.968650903374874,day
667,2012-10-28,Winter,1,10,0,0,0,2,0.4775,0.694583,0.398008,998,3461,4459,Weekend,Mild,8.40290404501411,day
668,2012-10-29,Winter,1,10,0,1,1,3,0.44,0.88,0.3582,2,20,22,Weekday,Mild,3.1354942159291497,day
669,2012-10-30,Winter,1,10,0,2,1,2,0.318182,0.825455,0.213009,87,1009,1096,Weekday,Mild,7.00033446027523,day
670,2012-10-31,Winter,1,10,0,3,1,2,0.3575,0.666667,0.166667,419,5147,5566,Weekday,Mild,8.624611588183507,day
671,2012-11-01,Winter,1,11,0,4,1,2,0.365833,0.581667,0.157346,466,5520,5986,Weekday,Mild,8.697345730925353,day
672,2012-11-02,Winter,1,11,0,5,1,1,0.355,0.522083,0.266175,618,5229,5847,Weekday,Mild,8.673855001429615,day
673,2012-11-03,Winter,1,11,0,6,0,2,0.343333,0.49125,0.270529,1029,4109,5138,Weekend,Mild,8.54461378699223,day
674,2012-11-04,Winter,1,11,0,0,0,1,0.325833,0.532917,0.179108,1201,3906,5107,Weekend,Mild,8.53856321715243,day
675,2012-11-05,Winter,1,11,0,1,1,1,0.319167,0.494167,0.236325,378,4881,5259,Weekday,Mild,8.567886305731756,day
676,2012-11-06,Winter,1,11,0,2,1,1,0.280833,0.567083,0.173513,466,5220,5686,Weekday,Cold,8.645938147306799,day
677,2012-11-07,Winter,1,11,0,3,1,2,0.295833,0.5475,0.304108,326,4709,5035,Weekday,Cold,8.524367395164237,day
678,2012-11-08,Winter,1,11,0,4,1,1,0.352174,0.333478,0.347835,340,4975,5315,Weekday,Mild,8.578476419833136,day
679,2012-11-09,Winter,1,11,0,5,1,1,0.361667,0.540833,0.214558,709,5283,5992,Weekday,Mild,8.698347400458186,day
680,2012-11-10,Winter,1,11,0,6,0,1,0.389167,0.645417,0.0578458,2090,4446,6536,Weekend,Mild,8.78523362361273,day
681,2012-11-11,Winter,1,11,0,0,0,1,0.420833,0.659167,0.1275,2290,4562,6852,Weekend,Mild,8.832441791585824,day
682,2012-11-12,Winter,1,11,1,1,0,1,0.485,0.741667,0.173517,1097,5172,6269,Weekday,Mild,8.743531633626967,day
683,2012-11-13,Winter,1,11,0,2,1,2,0.343333,0.662917,0.342046,327,3767,4094,Weekday,Mild,8.31752199628717,day
684,2012-11-14,Winter,1,11,0,3,1,1,0.289167,0.552083,0.199625,373,5122,5495,Weekday,Cold,8.611775833902186,day
685,2012-11-15,Winter,1,11,0,4,1,2,0.321667,0.620417,0.152987,320,5125,5445,Weekday,Mild,8.602636673233706,day
686,2012-11-16,Winter,1,11,0,5,1,1,0.345,0.524583,0.171025,484,5214,5698,Weekday,Mild,8.648045999835,day
687,2012-11-17,Winter,1,11,0,6,0,1,0.325,0.545417,0.179729,1313,4316,5629,Weekend,Mild,8.635864721133736,day
688,2012-11-18,Winter,1,11,0,0,0,1,0.3425,0.692917,0.227612,922,3747,4669,Weekend,Mild,8.448914350662942,day
689,2012-11-19,Winter,1,11,0,1,1,2,0.380833,0.623333,0.235067,449,5050,5499,Weekday,Mild,8.612503371220562,day
690,2012-11-20,Winter,1,11,0,2,1,2,0.374167,0.685,0.082725,534,5100,5634,Weekday,Mild,8.636752426473876,day
691,2012-11-21,Winter,1,11,0,3,1,1,0.353333,0.61375,0.103246,615,4531,5146,Weekday,Mild,8.546169299652755,day
692,2012-11-22,Winter,1,11,1,4,0,1,0.34,0.580417,0.0528708,955,1470,2425,Weekday,Mild,7.793999089503996,day
693,2012-11-23,Winter,1,11,0,5,1,1,0.368333,0.56875,0.148021,1603,2307,3910,Weekday,Mild,8.271548374755515,day
694,2012-11-24,Winter,1,11,0,6,0,1,0.278333,0.404583,0.376871,532,1745,2277,Weekend,Cold,7.731053144007127,day
695,2012-11-25,Winter,1,11,0,0,0,1,0.245833,0.468333,0.1505,309,2115,2424,Weekend,Cold,7.793586803371584,day
696,2012-11-26,Winter,1,11,0,1,1,1,0.313333,0.535417,0.04665,337,4750,5087,Weekday,Mild,8.534640105019959,day
697,2012-11-27,Winter,1,11,0,2,1,2,0.291667,0.786667,0.237562,123,3836,3959,Weekday,Cold,8.283999304248526,day
698,2012-11-28,Winter,1,11,0,3,1,1,0.296667,0.50625,0.210821,198,5062,5260,Weekday,Cold,8.568076401730806,day
699,2012-11-29,Winter,1,11,0,4,1,1,0.28087,0.555652,0.115522,243,5080,5323,Weekday,Cold,8.579980179515003,day
700,2012-11-30,Winter,1,11,0,5,1,1,0.298333,0.649583,0.0584708,362,5306,5668,Weekday,Cold,8.642768014324304,day
701,2012-12-01,Winter,1,12,0,6,0,2,0.298333,0.806667,0.0597042,951,4240,5191,Weekend,Cold,8.554874258383926,day
702,2012-12-02,Winter,1,12,0,0,0,2,0.3475,0.823333,0.124379,892,3757,4649,Weekend,Mild,8.444622498581403,day
703,2012-12-03,Winter,1,12,0,1,1,1,0.4525,0.7675,0.0827208,555,5679,6234,Weekday,Mild,8.737933858114136,day
704,2012-12-04,Winter,1,12,0,2,1,1,0.475833,0.73375,0.174129,551,6055,6606,Weekday,Mild,8.795884972029885,day
705,2012-12-05,Winter,1,12,0,3,1,1,0.438333,0.485,0.324021,331,5398,5729,Weekday,Mild,8.653470809708786,day
706,2012-12-06,Winter,1,12,0,4,1,1,0.255833,0.50875,0.174754,340,5035,5375,Weekday,Cold,8.589699882202986,day
707,2012-12-07,Winter,1,12,0,5,1,2,0.320833,0.764167,0.1306,349,4659,5008,Weekday,Mild,8.518991573357617,day
708,2012-12-08,Winter,1,12,0,6,0,2,0.381667,0.91125,0.101379,1153,4429,5582,Weekend,Mild,8.62748154531036,day
709,2012-12-09,Winter,1,12,0,0,0,2,0.384167,0.905417,0.157975,441,2787,3228,Weekend,Mild,8.079927770758275,day
710,2012-12-10,Winter,1,12,0,1,1,2,0.435833,0.925,0.190308,329,4841,5170,Weekday,Mild,8.550821372396221,day
711,2012-12-11,Winter,1,12,0,2,1,2,0.353333,0.596667,0.296037,282,5219,5501,Weekday,Mild,8.61286694148452,day
712,2012-12-12,Winter,1,12,0,3,1,2,0.2975,0.538333,0.162937,310,5009,5319,Weekday,Cold,8.57922858233569,day
713,2012-12-13,Winter,1,12,0,4,1,1,0.295833,0.485833,0.174129,425,5107,5532,Weekday,Cold,8.618485442898109,day
714,2012-12-14,Winter,1,12,0,5,1,1,0.281667,0.642917,0.131229,429,5182,5611,Weekday,Cold,8.632662441222351,day
715,2012-12-15,Winter,1,12,0,6,0,1,0.324167,0.650417,0.10635,767,4280,5047,Weekend,Mild,8.52674740422105,day
716,2012-12-16,Winter,1,12,0,0,0,2,0.3625,0.83875,0.100742,538,3248,3786,Weekend,Mild,8.239329427901795,day
717,2012-12-17,Winter,1,12,0,1,1,2,0.393333,0.907083,0.0982583,212,4373,4585,Weekday,Mild,8.43076346341785,day
718,2012-12-18,Winter,1,12,0,2,1,1,0.410833,0.66625,0.221404,433,5124,5557,Weekday,Mild,8.62299361030245,day
719,2012-12-19,Winter,1,12,0,3,1,1,0.3325,0.625417,0.184092,333,4934,5267,Weekday,Mild,8.569406062863171,day
720,2012-12-20,Winter,1,12,0,4,1,2,0.33,0.667917,0.132463,314,3814,4128,Weekday,Mild,8.32579052588609,day
721,2012-12-21,Spring,1,12,0,5,1,2,0.326667,0.556667,0.374383,221,3402,3623,Weekday,Mild,8.19533366716287,day
722,2012-12-22,Spring,1,12,0,6,0,1,0.265833,0.44125,0.407346,205,1544,1749,Weekend,Cold,7.467371066917559,day
723,2012-12-23,Spring,1,12,0,0,0,1,0.245833,0.515417,0.133083,408,1379,1787,Weekend,Cold,7.488852955733459,day
724,2012-12-24,Spring,1,12,0,1,1,2,0.231304,0.791304,0.0772304,174,746,920,Weekday,Cold,6.825460036255307,day
725,2012-12-25,Spring,1,12,1,2,0,2,0.291304,0.734783,0.168726,440,573,1013,Weekday,Cold,6.921658184151129,day
726,2012-12-26,Spring,1,12,0,3,1,3,0.243333,0.823333,0.316546,9,432,441,Weekday,Cold,6.091309882077698,day
727,2012-12-27,Spring,1,12,0,4,1,2,0.254167,0.652917,0.350133,247,1867,2114,Weekday,Cold,7.656810091480378,day
728,2012-12-28,Spring,1,12,0,5,1,2,0.253333,0.59,0.155471,644,2451,3095,Weekday,Cold,8.037866234709618,day
729,2012-12-29,Spring,1,12,0,6,0,2,0.253333,0.752917,0.124383,159,1182,1341,Weekend,Cold,7.201916317531627,day
730,2012-12-30,Spring,1,12,0,0,0,1,0.255833,0.483333,0.350754,364,1432,1796,Weekend,Cold,7.493873886783559,day
731,2012-12-31,Spring,1,12,0,1,1,2,0.215833,0.5775,0.154846,439,2290,2729,Weekday,Cold,7.912056888179006,day
