instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log
14822,2012-09-14,Fall,1,9,18,0,5,1,1,0.72,0.45,0.2239,116,692,808,Rush Hour,Weekday,Warm,6.695798917058491
14823,2012-09-14,Fall,1,9,19,0,5,1,1,0.68,0.57,0.1642,83,496,579,Rush Hour,Weekday,Warm,6.363028103540465
14824,2012-09-14,Fall,1,9,20,0,5,1,1,0.66,0.61,0.1045,67,337,404,Non-Rush Hour,Weekday,Warm,6.003887067106539
14825,2012-09-14,Fall,1,9,21,0,5,1,1,0.64,0.73,0.2239,42,270,312,Non-Rush Hour,Weekday,Warm,5.746203190540153
14826,2012-09-14,Fall,1,9,22,0,5,1,1,0.62,0.83,0.194,40,189,229,Non-Rush Hour,Weekday,Warm,5.438079308923196
14827,2012-09-14,Fall,1,9,23,0,5,1,1,0.62,0.78,0.0896,27,168,195,Non-Rush Hour,Weekday,Warm,5.278114659230518
14828,2012-09-15,Fall,1,9,0,0,6,0,1,0.6,0.83,0.1045,38,169,207,Non-Rush Hour,Weekend,Mild,5.337538079701318
14829,2012-09-15,Fall,1,9,1,0,6,0,1,0.6,0.73,0.194,8,101,109,Non-Rush Hour,Weekend,Mild,4.700480365792417
14830,2012-09-15,Fall,1,9,2,0,6,0,1,0.58,0.78,0.1045,18,75,93,Non-Rush Hour,Weekend,Mild,4.543294782270004
14831,2012-09-15,Fall,1,9,3,0,6,0,1,0.6,0.73,0.2537,6,31,37,Non-Rush Hour,Weekend,Mild,3.6375861597263857
14832,2012-09-15,Fall,1,9,4,0,6,0,2,0.6,0.69,0.3582,3,3,6,Non-Rush Hour,Weekend,Mild,1.9459101490553132
14833,2012-09-15,Fall,1,9,5,0,6,0,1,0.58,0.6,0.5224,1,15,16,Non-Rush Hour,Weekend,Mild,2.833213344056216
14834,2012-09-15,Fall,1,9,6,0,6,0,1,0.54,0.49,0.4179,6,27,33,Non-Rush Hour,Weekend,Mild,3.5263605246161616
14835,2012-09-15,Fall,1,9,7,0,6,0,1,0.54,0.52,0.2836,10,63,73,Rush Hour,Weekend,Mild,4.304065093204169
14836,2012-09-15,Fall,1,9,8,0,6,0,1,0.56,0.49,0.4179,43,169,212,Rush Hour,Weekend,Mild,5.3612921657094255
14837,2012-09-15,Fall,1,9,9,0,6,0,1,0.6,0.43,0.4179,79,263,342,Rush Hour,Weekend,Mild,5.83773044716594
14838,2012-09-15,Fall,1,9,10,0,6,0,1,0.62,0.41,0.3881,119,323,442,Non-Rush Hour,Weekend,Warm,6.093569770045136
14839,2012-09-15,Fall,1,9,11,0,6,0,1,0.64,0.38,0.3881,228,399,627,Non-Rush Hour,Weekend,Warm,6.4425401664681985
14840,2012-09-15,Fall,1,9,12,0,6,0,1,0.66,0.36,0.3582,287,419,706,Non-Rush Hour,Weekend,Warm,6.561030665896573
14841,2012-09-15,Fall,1,9,13,0,6,0,1,0.68,0.36,0.194,327,377,704,Non-Rush Hour,Weekend,Warm,6.558197802812269
14842,2012-09-15,Fall,1,9,14,0,6,0,1,0.68,0.34,0.3284,325,390,715,Non-Rush Hour,Weekend,Warm,6.573680166960646
14843,2012-09-15,Fall,1,9,15,0,6,0,2,0.68,0.34,0.2836,312,342,654,Non-Rush Hour,Weekend,Warm,6.484635235635252
14844,2012-09-15,Fall,1,9,16,0,6,0,2,0.66,0.36,0.2239,350,433,783,Rush Hour,Weekend,Warm,6.664409020350408
14845,2012-09-15,Fall,1,9,17,0,6,0,2,0.66,0.36,0.2537,295,434,729,Rush Hour,Weekend,Warm,6.593044534142437
14846,2012-09-15,Fall,1,9,18,0,6,0,2,0.64,0.36,0.2836,232,382,614,Rush Hour,Weekend,Warm,6.421622267806518
14847,2012-09-15,Fall,1,9,19,0,6,0,1,0.62,0.41,0.1642,169,309,478,Rush Hour,Weekend,Warm,6.171700597410915
14848,2012-09-15,Fall,1,9,20,0,6,0,1,0.6,0.43,0.0896,89,241,330,Non-Rush Hour,Weekend,Mild,5.802118375377063
14849,2012-09-15,Fall,1,9,21,0,6,0,1,0.56,0.52,0.1045,86,210,296,Non-Rush Hour,Weekend,Mild,5.6937321388027
14850,2012-09-15,Fall,1,9,22,0,6,0,1,0.56,0.52,0.194,82,197,279,Non-Rush Hour,Weekend,Mild,5.634789603169249
14851,2012-09-15,Fall,1,9,23,0,6,0,1,0.54,0.6,0.194,47,182,229,Non-Rush Hour,Weekend,Mild,5.438079308923196
14852,2012-09-16,Fall,1,9,0,0,0,0,1,0.54,0.64,0.194,28,123,151,Non-Rush Hour,Weekend,Mild,5.0238805208462765
14853,2012-09-16,Fall,1,9,1,0,0,0,1,0.54,0.64,0.194,35,82,117,Non-Rush Hour,Weekend,Mild,4.770684624465665
14854,2012-09-16,Fall,1,9,2,0,0,0,1,0.52,0.63,0.194,27,62,89,Non-Rush Hour,Weekend,Mild,4.499809670330265
14855,2012-09-16,Fall,1,9,3,0,0,0,1,0.5,0.68,0.194,10,38,48,Non-Rush Hour,Weekend,Mild,3.8918202981106265
14856,2012-09-16,Fall,1,9,4,0,0,0,1,0.5,0.72,0.194,2,6,8,Non-Rush Hour,Weekend,Mild,2.1972245773362196
14857,2012-09-16,Fall,1,9,5,0,0,0,1,0.5,0.72,0.194,3,10,13,Non-Rush Hour,Weekend,Mild,2.639057329615259
14858,2012-09-16,Fall,1,9,6,0,0,0,1,0.5,0.72,0.194,9,26,35,Non-Rush Hour,Weekend,Mild,3.58351893845611
14859,2012-09-16,Fall,1,9,7,0,0,0,1,0.5,0.77,0.1045,28,43,71,Rush Hour,Weekend,Mild,4.276666119016055
14860,2012-09-16,Fall,1,9,8,0,0,0,1,0.54,0.64,0.1642,34,94,128,Rush Hour,Weekend,Mild,4.859812404361672
14861,2012-09-16,Fall,1,9,9,0,0,0,1,0.58,0.6,0.1343,70,226,296,Rush Hour,Weekend,Mild,5.6937321388027
14862,2012-09-16,Fall,1,9,10,0,0,0,1,0.62,0.5,0.1045,160,330,490,Non-Rush Hour,Weekend,Warm,6.19644412779452
14863,2012-09-16,Fall,1,9,11,0,0,0,1,0.64,0.47,0.1642,183,376,559,Non-Rush Hour,Weekend,Warm,6.327936783729195
14864,2012-09-16,Fall,1,9,12,0,0,0,1,0.66,0.44,0.1642,188,468,656,Non-Rush Hour,Weekend,Warm,6.487684018484611
14865,2012-09-16,Fall,1,9,13,0,0,0,1,0.64,0.41,0.1642,240,454,694,Non-Rush Hour,Weekend,Warm,6.543911845564792
14866,2012-09-16,Fall,1,9,14,0,0,0,1,0.66,0.39,0.1343,225,410,635,Non-Rush Hour,Weekend,Warm,6.455198563340122
14867,2012-09-16,Fall,1,9,15,0,0,0,1,0.64,0.41,0.1642,215,342,557,Non-Rush Hour,Weekend,Warm,6.324358962381311
14868,2012-09-16,Fall,1,9,16,0,0,0,1,0.64,0.44,0.1642,194,402,596,Rush Hour,Weekend,Warm,6.391917113392602
14869,2012-09-16,Fall,1,9,17,0,0,0,1,0.66,0.41,0.194,177,393,570,Rush Hour,Weekend,Warm,6.3473892096560105
14870,2012-09-16,Fall,1,9,18,0,0,0,1,0.62,0.5,0.1642,120,361,481,Rush Hour,Weekend,Warm,6.1779441140506
14871,2012-09-16,Fall,1,9,19,0,0,0,1,0.62,0.5,0.1343,91,312,403,Rush Hour,Weekend,Warm,6.0014148779611505
14872,2012-09-16,Fall,1,9,20,0,0,0,1,0.6,0.53,0.1045,57,267,324,Non-Rush Hour,Weekend,Mild,5.783825182329737
14873,2012-09-16,Fall,1,9,21,0,0,0,1,0.6,0.56,0.1045,43,148,191,Non-Rush Hour,Weekend,Mild,5.2574953720277815
14874,2012-09-16,Fall,1,9,22,0,0,0,1,0.56,0.68,0.0896,18,109,127,Non-Rush Hour,Weekend,Mild,4.852030263919617
14875,2012-09-16,Fall,1,9,23,0,0,0,1,0.54,0.68,0.1045,9,85,94,Non-Rush Hour,Weekend,Mild,4.553876891600541
14876,2012-09-17,Fall,1,9,0,0,1,1,1,0.54,0.68,0.1642,14,31,45,Non-Rush Hour,Weekday,Mild,3.828641396489095
14877,2012-09-17,Fall,1,9,1,0,1,1,1,0.52,0.72,0.0896,9,12,21,Non-Rush Hour,Weekday,Mild,3.091042453358316
14878,2012-09-17,Fall,1,9,2,0,1,1,1,0.52,0.72,0.194,5,8,13,Non-Rush Hour,Weekday,Mild,2.639057329615259
14879,2012-09-17,Fall,1,9,3,0,1,1,1,0.5,0.77,0.0896,0,7,7,Non-Rush Hour,Weekday,Mild,2.0794415416798357
14880,2012-09-17,Fall,1,9,4,0,1,1,1,0.5,0.77,0.194,2,9,11,Non-Rush Hour,Weekday,Mild,2.4849066497880004
14881,2012-09-17,Fall,1,9,5,0,1,1,1,0.48,0.82,0.0896,1,44,45,Non-Rush Hour,Weekday,Mild,3.828641396489095
14882,2012-09-17,Fall,1,9,6,0,1,1,1,0.48,0.82,0.194,7,157,164,Non-Rush Hour,Weekday,Mild,5.10594547390058
14883,2012-09-17,Fall,1,9,7,0,1,1,1,0.52,0.77,0.194,18,474,492,Rush Hour,Weekday,Mild,6.20050917404269
14884,2012-09-17,Fall,1,9,8,0,1,1,1,0.54,0.77,0.0896,36,647,683,Rush Hour,Weekday,Mild,6.52795791762255
14885,2012-09-17,Fall,1,9,9,0,1,1,1,0.58,0.68,0.1343,34,265,299,Rush Hour,Weekday,Mild,5.703782474656201
14886,2012-09-17,Fall,1,9,10,0,1,1,2,0.62,0.65,0.194,73,129,202,Non-Rush Hour,Weekday,Warm,5.313205979041787
14887,2012-09-17,Fall,1,9,11,0,1,1,2,0.62,0.69,0.2239,61,191,252,Non-Rush Hour,Weekday,Warm,5.53338948872752
14888,2012-09-17,Fall,1,9,12,0,1,1,2,0.62,0.69,0.194,62,233,295,Non-Rush Hour,Weekday,Warm,5.69035945432406
14889,2012-09-17,Fall,1,9,13,0,1,1,1,0.64,0.65,0.2537,112,231,343,Non-Rush Hour,Weekday,Warm,5.840641657373398
14890,2012-09-17,Fall,1,9,14,0,1,1,2,0.64,0.65,0.2537,129,203,332,Non-Rush Hour,Weekday,Warm,5.808142489980444
14891,2012-09-17,Fall,1,9,15,0,1,1,2,0.64,0.65,0.2537,82,256,338,Non-Rush Hour,Weekday,Warm,5.82600010738045
14892,2012-09-17,Fall,1,9,16,0,1,1,2,0.64,0.69,0.2537,74,379,453,Rush Hour,Weekday,Warm,6.118097198041348
14893,2012-09-17,Fall,1,9,17,0,1,1,2,0.64,0.65,0.2239,102,740,842,Rush Hour,Weekday,Warm,6.736966958001855
14894,2012-09-17,Fall,1,9,18,0,1,1,2,0.62,0.73,0.1642,66,708,774,Rush Hour,Weekday,Warm,6.652863029353347
14895,2012-09-17,Fall,1,9,19,0,1,1,2,0.62,0.73,0.1045,51,435,486,Rush Hour,Weekday,Warm,6.18826412308259
14896,2012-09-17,Fall,1,9,20,0,1,1,2,0.62,0.73,0.1343,32,308,340,Non-Rush Hour,Weekday,Warm,5.831882477283517
14897,2012-09-17,Fall,1,9,21,0,1,1,3,0.62,0.83,0.2239,28,205,233,Non-Rush Hour,Weekday,Warm,5.455321115357702
14898,2012-09-17,Fall,1,9,22,0,1,1,3,0.62,0.83,0.2537,20,109,129,Non-Rush Hour,Weekday,Warm,4.867534450455582
14899,2012-09-17,Fall,1,9,23,0,1,1,3,0.6,0.94,0.2537,4,66,70,Non-Rush Hour,Weekday,Mild,4.2626798770413155
14900,2012-09-18,Fall,1,9,0,0,2,1,3,0.6,0.94,0.2537,2,11,13,Non-Rush Hour,Weekday,Mild,2.639057329615259
14901,2012-09-18,Fall,1,9,1,0,2,1,3,0.6,0.94,0.194,0,5,5,Non-Rush Hour,Weekday,Mild,1.791759469228055
14902,2012-09-18,Fall,1,9,2,0,2,1,3,0.6,0.94,0.194,0,4,4,Non-Rush Hour,Weekday,Mild,1.6094379124341003
14903,2012-09-18,Fall,1,9,3,0,2,1,2,0.62,0.94,0.2836,0,6,6,Non-Rush Hour,Weekday,Warm,1.9459101490553132
14904,2012-09-18,Fall,1,9,4,0,2,1,2,0.62,0.94,0.3582,2,5,7,Non-Rush Hour,Weekday,Warm,2.0794415416798357
14905,2012-09-18,Fall,1,9,5,0,2,1,2,0.64,0.89,0.3284,3,45,48,Non-Rush Hour,Weekday,Warm,3.8918202981106265
14906,2012-09-18,Fall,1,9,6,0,2,1,2,0.64,0.89,0.3284,4,163,167,Non-Rush Hour,Weekday,Warm,5.123963979403259
14907,2012-09-18,Fall,1,9,7,0,2,1,2,0.64,0.89,0.4478,13,343,356,Rush Hour,Weekday,Warm,5.877735781779639
14908,2012-09-18,Fall,1,9,8,0,2,1,2,0.66,0.83,0.5522,32,640,672,Rush Hour,Weekday,Warm,6.511745329644728
14909,2012-09-18,Fall,1,9,9,0,2,1,2,0.66,0.83,0.5821,27,266,293,Rush Hour,Weekday,Warm,5.683579767338681
14910,2012-09-18,Fall,1,9,10,0,2,1,3,0.68,0.79,0.6418,30,130,160,Non-Rush Hour,Weekday,Warm,5.081404364984463
14911,2012-09-18,Fall,1,9,11,0,2,1,2,0.68,0.79,0.6418,36,115,151,Non-Rush Hour,Weekday,Warm,5.0238805208462765
14912,2012-09-18,Fall,1,9,12,0,2,1,3,0.68,0.83,0.4478,16,72,88,Non-Rush Hour,Weekday,Warm,4.48863636973214
14913,2012-09-18,Fall,1,9,13,0,2,1,2,0.7,0.74,0.5821,17,97,114,Non-Rush Hour,Weekday,Warm,4.74493212836325
14914,2012-09-18,Fall,1,9,14,0,2,1,3,0.6,0.94,0.4627,27,116,143,Non-Rush Hour,Weekday,Mild,4.969813299576001
14915,2012-09-18,Fall,1,9,15,0,2,1,3,0.6,0.88,0.2537,1,35,36,Non-Rush Hour,Weekday,Mild,3.6109179126442243
14916,2012-09-18,Fall,1,9,16,0,2,1,3,0.6,0.88,0.2985,19,122,141,Rush Hour,Weekday,Mild,4.955827057601261
14917,2012-09-18,Fall,1,9,17,0,2,1,3,0.6,0.88,0.194,36,302,338,Rush Hour,Weekday,Mild,5.82600010738045
14918,2012-09-18,Fall,1,9,18,0,2,1,2,0.6,0.88,0.1642,19,262,281,Rush Hour,Weekday,Mild,5.641907070938114
14919,2012-09-18,Fall,1,9,19,0,2,1,2,0.6,0.88,0.2985,22,302,324,Rush Hour,Weekday,Mild,5.783825182329737
14920,2012-09-18,Fall,1,9,20,0,2,1,2,0.6,0.88,0.194,19,271,290,Non-Rush Hour,Weekday,Mild,5.673323267171493
14921,2012-09-18,Fall,1,9,21,0,2,1,2,0.6,0.88,0.194,21,186,207,Non-Rush Hour,Weekday,Mild,5.337538079701318
14922,2012-09-18,Fall,1,9,22,0,2,1,3,0.58,0.83,0.4627,14,137,151,Non-Rush Hour,Weekday,Mild,5.0238805208462765
14923,2012-09-18,Fall,1,9,23,0,2,1,2,0.56,0.83,0.2239,11,67,78,Non-Rush Hour,Weekday,Mild,4.3694478524670215
14924,2012-09-19,Fall,1,9,0,0,3,1,2,0.56,0.68,0.2836,3,23,26,Non-Rush Hour,Weekday,Mild,3.295836866004329
14925,2012-09-19,Fall,1,9,1,0,3,1,2,0.54,0.68,0.2537,0,12,12,Non-Rush Hour,Weekday,Mild,2.5649493574615367
14926,2012-09-19,Fall,1,9,2,0,3,1,2,0.54,0.64,0.3284,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906
14927,2012-09-19,Fall,1,9,3,0,3,1,2,0.52,0.63,0.2537,1,4,5,Non-Rush Hour,Weekday,Mild,1.791759469228055
14928,2012-09-19,Fall,1,9,4,0,3,1,2,0.52,0.68,0.3582,0,10,10,Non-Rush Hour,Weekday,Mild,2.3978952727983707
14929,2012-09-19,Fall,1,9,5,0,3,1,2,0.52,0.68,0.2836,2,54,56,Non-Rush Hour,Weekday,Mild,4.04305126783455
14930,2012-09-19,Fall,1,9,6,0,3,1,1,0.52,0.63,0.2537,6,166,172,Non-Rush Hour,Weekday,Mild,5.153291594497779
14931,2012-09-19,Fall,1,9,7,0,3,1,1,0.52,0.63,0.2239,16,529,545,Rush Hour,Weekday,Mild,6.302618975744905
14932,2012-09-19,Fall,1,9,8,0,3,1,1,0.52,0.59,0.2239,39,758,797,Rush Hour,Weekday,Mild,6.682108597449809
14933,2012-09-19,Fall,1,9,9,0,3,1,1,0.54,0.6,0.2537,26,336,362,Rush Hour,Weekday,Mild,5.8944028342648505
14934,2012-09-19,Fall,1,9,10,0,3,1,1,0.56,0.52,0.194,23,169,192,Non-Rush Hour,Weekday,Mild,5.262690188904886
14935,2012-09-19,Fall,1,9,11,0,3,1,1,0.6,0.43,0.2537,44,203,247,Non-Rush Hour,Weekday,Mild,5.5134287461649825
14936,2012-09-19,Fall,1,9,12,0,3,1,1,0.6,0.43,0.2537,53,260,313,Non-Rush Hour,Weekday,Mild,5.749392985908253
14937,2012-09-19,Fall,1,9,13,0,3,1,1,0.6,0.4,0.2537,55,234,289,Non-Rush Hour,Weekday,Mild,5.66988092298052
14938,2012-09-19,Fall,1,9,14,0,3,1,1,0.62,0.38,0.2537,59,227,286,Non-Rush Hour,Weekday,Warm,5.659482215759621
14939,2012-09-19,Fall,1,9,15,0,3,1,1,0.62,0.35,0.194,57,254,311,Non-Rush Hour,Weekday,Warm,5.7430031878094825
14940,2012-09-19,Fall,1,9,16,0,3,1,1,0.62,0.35,0.194,69,397,466,Rush Hour,Weekday,Warm,6.1463292576688975
14941,2012-09-19,Fall,1,9,17,0,3,1,1,0.6,0.38,0.2239,74,812,886,Rush Hour,Weekday,Mild,6.787844982309579
14942,2012-09-19,Fall,1,9,18,0,3,1,1,0.58,0.4,0.2836,85,807,892,Rush Hour,Weekday,Mild,6.794586580876499
14943,2012-09-19,Fall,1,9,19,0,3,1,1,0.56,0.43,0.2239,72,539,611,Rush Hour,Weekday,Mild,6.416732282512326
14944,2012-09-19,Fall,1,9,20,0,3,1,1,0.52,0.48,0.1642,31,378,409,Non-Rush Hour,Weekday,Mild,6.016157159698354
14945,2012-09-19,Fall,1,9,21,0,3,1,1,0.5,0.59,0.1642,25,324,349,Non-Rush Hour,Weekday,Mild,5.857933154483459
14946,2012-09-19,Fall,1,9,22,0,3,1,1,0.5,0.63,0.0896,31,198,229,Non-Rush Hour,Weekday,Mild,5.438079308923196
14947,2012-09-19,Fall,1,9,23,0,3,1,1,0.48,0.67,0.0896,17,106,123,Non-Rush Hour,Weekday,Mild,4.820281565605037
14948,2012-09-20,Fall,1,9,0,0,4,1,1,0.5,0.63,0.194,12,46,58,Non-Rush Hour,Weekday,Mild,4.07753744390572
14949,2012-09-20,Fall,1,9,1,0,4,1,1,0.46,0.72,0.1045,4,14,18,Non-Rush Hour,Weekday,Mild,2.9444389791664403
14950,2012-09-20,Fall,1,9,2,0,4,1,1,0.46,0.72,0.0896,2,9,11,Non-Rush Hour,Weekday,Mild,2.4849066497880004
14951,2012-09-20,Fall,1,9,3,0,4,1,1,0.44,0.77,0.194,0,6,6,Non-Rush Hour,Weekday,Mild,1.9459101490553132
14952,2012-09-20,Fall,1,9,4,0,4,1,1,0.44,0.77,0.1045,0,6,6,Non-Rush Hour,Weekday,Mild,1.9459101490553132
14953,2012-09-20,Fall,1,9,5,0,4,1,1,0.44,0.77,0.1045,4,52,56,Non-Rush Hour,Weekday,Mild,4.04305126783455
14954,2012-09-20,Fall,1,9,6,0,4,1,1,0.44,0.77,0.194,9,161,170,Non-Rush Hour,Weekday,Mild,5.14166355650266
14955,2012-09-20,Fall,1,9,7,0,4,1,1,0.46,0.82,0.1045,20,514,534,Rush Hour,Weekday,Mild,6.282266746896006
14956,2012-09-20,Fall,1,9,8,0,4,1,1,0.5,0.68,0.0896,44,746,790,Rush Hour,Weekday,Mild,6.673297967767654
14957,2012-09-20,Fall,1,9,9,0,4,1,1,0.56,0.6,0.0896,25,330,355,Rush Hour,Weekday,Mild,5.87493073085203
14958,2012-09-20,Fall,1,9,10,0,4,1,1,0.58,0.53,0.0896,33,157,190,Non-Rush Hour,Weekday,Mild,5.25227342804663
14959,2012-09-20,Fall,1,9,11,0,4,1,1,0.62,0.43,0.194,37,206,243,Non-Rush Hour,Weekday,Warm,5.497168225293202
14960,2012-09-20,Fall,1,9,12,0,4,1,1,0.62,0.43,0.1343,57,233,290,Non-Rush Hour,Weekday,Warm,5.673323267171493
14961,2012-09-20,Fall,1,9,13,0,4,1,1,0.64,0.44,0.1343,68,268,336,Non-Rush Hour,Weekday,Warm,5.820082930352362
14962,2012-09-20,Fall,1,9,14,0,4,1,1,0.64,0.47,0.194,76,222,298,Non-Rush Hour,Weekday,Warm,5.700443573390686
14963,2012-09-20,Fall,1,9,15,0,4,1,1,0.66,0.47,0.194,60,231,291,Non-Rush Hour,Weekday,Warm,5.676753802268282
14964,2012-09-20,Fall,1,9,16,0,4,1,1,0.64,0.47,0.1642,72,385,457,Rush Hour,Weekday,Warm,6.126869184114185
14965,2012-09-20,Fall,1,9,17,0,4,1,1,0.64,0.5,0.2239,91,885,976,Rush Hour,Weekday,Warm,6.884486652042782
14966,2012-09-20,Fall,1,9,18,0,4,1,1,0.6,0.56,0.2537,119,781,900,Rush Hour,Weekday,Mild,6.803505257608338
14967,2012-09-20,Fall,1,9,19,0,4,1,1,0.58,0.6,0.2239,69,534,603,Rush Hour,Weekday,Mild,6.403574197934815
14968,2012-09-20,Fall,1,9,20,0,4,1,1,0.56,0.64,0.1343,57,360,417,Non-Rush Hour,Weekday,Mild,6.035481432524756
14969,2012-09-20,Fall,1,9,21,0,4,1,1,0.56,0.64,0.194,28,246,274,Non-Rush Hour,Weekday,Mild,5.616771097666572
14970,2012-09-20,Fall,1,9,22,0,4,1,1,0.54,0.73,0.1045,35,252,287,Non-Rush Hour,Weekday,Mild,5.662960480135946
14971,2012-09-20,Fall,1,9,23,0,4,1,1,0.54,0.68,0.1045,17,137,154,Non-Rush Hour,Weekday,Mild,5.043425116919247
14972,2012-09-21,Fall,1,9,0,0,5,1,1,0.54,0.68,0.194,13,53,66,Non-Rush Hour,Weekday,Mild,4.204692619390966
14973,2012-09-21,Fall,1,9,1,0,5,1,1,0.52,0.72,0.194,11,38,49,Non-Rush Hour,Weekday,Mild,3.912023005428146
14974,2012-09-21,Fall,1,9,2,0,5,1,1,0.52,0.72,0.194,6,8,14,Non-Rush Hour,Weekday,Mild,2.70805020110221
14975,2012-09-21,Fall,1,9,3,0,5,1,1,0.5,0.77,0.0896,1,11,12,Non-Rush Hour,Weekday,Mild,2.5649493574615367
14976,2012-09-21,Fall,1,9,4,0,5,1,1,0.5,0.77,0.194,1,9,10,Non-Rush Hour,Weekday,Mild,2.3978952727983707
14977,2012-09-21,Fall,1,9,5,0,5,1,1,0.5,0.82,0.194,2,47,49,Non-Rush Hour,Weekday,Mild,3.912023005428146
14978,2012-09-21,Fall,1,9,6,0,5,1,1,0.5,0.77,0.0896,19,146,165,Non-Rush Hour,Weekday,Mild,5.111987788356544
14979,2012-09-21,Fall,1,9,7,0,5,1,1,0.52,0.77,0.194,35,468,503,Rush Hour,Weekday,Mild,6.222576268071369
14980,2012-09-21,Fall,1,9,8,0,5,1,1,0.54,0.73,0.1343,31,726,757,Rush Hour,Weekday,Mild,6.630683385642372
14981,2012-09-21,Fall,1,9,9,0,5,1,1,0.58,0.68,0.1343,35,348,383,Rush Hour,Weekday,Mild,5.950642552587727
14982,2012-09-21,Fall,1,9,10,0,5,1,1,0.62,0.61,0.2239,44,181,225,Non-Rush Hour,Weekday,Warm,5.420534999272286
14983,2012-09-21,Fall,1,9,11,0,5,1,1,0.66,0.57,0.2239,79,242,321,Non-Rush Hour,Weekday,Warm,5.7745515455444085
14984,2012-09-21,Fall,1,9,12,0,5,1,1,0.68,0.57,0.1642,84,305,389,Non-Rush Hour,Weekday,Warm,5.966146739123692
14985,2012-09-21,Fall,1,9,13,0,5,1,1,0.7,0.54,0.1642,105,316,421,Non-Rush Hour,Weekday,Warm,6.045005314036012
14986,2012-09-21,Fall,1,9,14,0,5,1,1,0.7,0.54,0.2985,113,299,412,Non-Rush Hour,Weekday,Warm,6.023447592961033
14987,2012-09-21,Fall,1,9,15,0,5,1,1,0.7,0.54,0.2239,90,333,423,Non-Rush Hour,Weekday,Warm,6.049733455231958
14988,2012-09-21,Fall,1,9,16,0,5,1,1,0.7,0.54,0.194,103,464,567,Rush Hour,Weekday,Warm,6.342121418721152
14989,2012-09-21,Fall,1,9,17,0,5,1,1,0.68,0.57,0.2836,107,739,846,Rush Hour,Weekday,Warm,6.741700694652055
14990,2012-09-21,Fall,1,9,18,0,5,1,1,0.66,0.61,0.2537,106,699,805,Rush Hour,Weekday,Warm,6.692083742506628
14991,2012-09-21,Fall,1,9,19,0,5,1,1,0.64,0.65,0.2537,95,493,588,Rush Hour,Weekday,Warm,6.3784261836515865
14992,2012-09-21,Fall,1,9,20,0,5,1,1,0.62,0.69,0.194,54,315,369,Non-Rush Hour,Weekday,Warm,5.91350300563827
14993,2012-09-21,Fall,1,9,21,0,5,1,1,0.6,0.73,0.2537,46,266,312,Non-Rush Hour,Weekday,Mild,5.746203190540153
14994,2012-09-21,Fall,1,9,22,0,5,1,1,0.6,0.73,0.194,47,248,295,Non-Rush Hour,Weekday,Mild,5.69035945432406
14995,2012-09-21,Fall,1,9,23,0,5,1,1,0.6,0.73,0.3284,23,163,186,Non-Rush Hour,Weekday,Mild,5.231108616854587
14996,2012-09-22,Fall,1,9,0,0,6,0,1,0.6,0.73,0.2836,32,140,172,Non-Rush Hour,Weekend,Mild,5.153291594497779
14997,2012-09-22,Fall,1,9,1,0,6,0,1,0.58,0.83,0.2985,18,106,124,Non-Rush Hour,Weekend,Mild,4.8283137373023015
14998,2012-09-22,Fall,1,9,2,0,6,0,1,0.56,0.88,0.2537,10,73,83,Non-Rush Hour,Weekend,Mild,4.430816798843313
14999,2012-09-22,Fall,1,9,3,0,6,0,1,0.56,0.83,0.2836,6,39,45,Non-Rush Hour,Weekend,Mild,3.828641396489095
15000,2012-09-22,Fall,1,9,4,0,6,0,1,0.56,0.83,0.2836,5,10,15,Non-Rush Hour,Weekend,Mild,2.772588722239781
15001,2012-09-22,Fall,1,9,5,0,6,0,1,0.56,0.83,0.3284,2,15,17,Non-Rush Hour,Weekend,Mild,2.8903717578961645
15002,2012-09-22,Fall,1,9,6,0,6,0,1,0.56,0.83,0.2985,6,35,41,Non-Rush Hour,Weekend,Mild,3.7376696182833684
15003,2012-09-22,Fall,1,9,7,0,6,0,1,0.58,0.78,0.2537,7,70,77,Rush Hour,Weekend,Mild,4.356708826689592
15004,2012-09-22,Fall,1,9,8,0,6,0,1,0.6,0.73,0.2985,21,197,218,Rush Hour,Weekend,Mild,5.389071729816501
15005,2012-09-22,Fall,1,9,9,0,6,0,1,0.64,0.69,0.2537,88,289,377,Rush Hour,Weekend,Warm,5.934894195619588
15006,2012-09-22,Fall,1,9,10,0,6,0,1,0.66,0.65,0.3284,124,350,474,Non-Rush Hour,Weekend,Warm,6.163314804034641
15007,2012-09-22,Fall,1,9,11,0,6,0,1,0.7,0.58,0.2836,189,437,626,Non-Rush Hour,Weekend,Warm,6.440946540632921
15008,2012-09-22,Fall,1,9,12,0,6,0,1,0.72,0.54,0.2985,228,460,688,Non-Rush Hour,Weekend,Warm,6.535241271013659
15009,2012-09-22,Fall,1,9,13,0,6,0,1,0.74,0.51,0.3582,273,434,707,Non-Rush Hour,Weekend,Warm,6.56244409369372
15010,2012-09-22,Fall,1,9,14,0,6,0,1,0.76,0.48,0.2836,250,404,654,Non-Rush Hour,Weekend,Warm,6.484635235635252
15011,2012-09-22,Fall,1,9,15,0,6,0,1,0.74,0.48,0.3881,307,443,750,Non-Rush Hour,Weekend,Warm,6.621405651764134
